Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201401CP00174,533230,181180,-0.081378,51.51379,48,3,1,1,19/06/2014,5,15:25,570,E09000001,5,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01032739
201401CP00175,531560,181580,-0.105281,51.517775,48,2,2,1,20/06/2014,6,19:00,570,E09000001,3,201,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00176,531260,181210,-0.10974,51.51452,48,2,1,2,20/06/2014,6,17:24,570,E09000001,3,4,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00177,533320,181670,-0.079896,51.518172,48,3,1,1,13/06/2014,6,18:50,570,E09000001,5,0,6,30,3,2,3,10,0,5,1,1,1,0,0,1,1,E01032739
201401CP00178,531560,181560,-0.105289,51.517596,48,3,2,1,10/06/2014,3,12:45,570,E09000001,3,201,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00179,532650,181110,-0.089758,51.513297,48,3,1,1,16/06/2014,2,08:55,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,6,1,1,E01032739
201401CP00180,532910,180840,-0.086115,51.510809,48,3,1,1,14/06/2014,7,18:57,570,E09000001,3,10,6,30,9,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00181,533070,181450,-0.08358,51.516254,48,2,2,1,10/06/2014,3,07:00,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00182,531600,181370,-0.104784,51.515879,48,3,2,1,11/06/2014,4,13:00,570,E09000001,3,201,6,30,3,2,3,4208,0,5,1,1,1,0,0,1,1,E01032740
201401CP00183,533370,181900,-0.079089,51.520227,48,3,2,1,07/06/2014,7,05:00,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00184,531640,181100,-0.104308,51.513443,48,2,2,1,05/06/2014,5,07:55,570,E09000001,3,201,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,E01032740
201401CP00185,531170,181120,-0.11107,51.513732,48,3,2,1,06/06/2014,6,13:27,570,E09000001,3,4,6,30,3,2,4,400,0,5,1,1,1,0,0,1,1,E01032740
201401CP00187,532140,181600,-0.09692,51.51782,48,3,3,2,03/06/2014,3,17:00,570,E09000001,3,1,3,30,1,4,3,1211,0,0,1,1,1,0,0,1,1,E01000001
201401CP00189,533240,181520,-0.081105,51.516843,48,3,1,1,05/02/2014,4,09:48,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00191,532740,181050,-0.088484,51.512737,48,3,2,1,18/07/2014,6,20:15,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00192,532980,180950,-0.085065,51.511782,48,3,1,1,11/07/2014,6,17:45,570,E09000001,5,0,6,30,3,2,3,10,0,5,1,1,1,0,0,1,1,E01032739
201401CP00193,532430,180830,-0.093031,51.510832,48,3,2,1,29/07/2014,3,07:10,570,E09000001,3,3211,3,30,6,2,3,300,0,5,1,1,1,0,0,1,2,E01032739
201401CP00194,531560,181560,-0.105289,51.517596,48,3,2,1,31/07/2014,5,20:00,570,E09000001,3,201,6,30,3,4,5,0,0,8,1,1,1,0,0,1,1,E01032740
201401CP00195,531900,181360,-0.100466,51.515719,48,3,2,1,24/07/2014,5,17:40,570,E09000001,3,40,6,30,3,4,5,0,0,0,1,1,1,0,0,1,2,E01032739
201401CP00196,531420,181560,-0.107306,51.517628,48,3,2,1,25/07/2014,6,09:15,570,E09000001,3,40,6,30,1,2,3,4208,0,5,1,1,1,0,0,1,2,E01032740
201401CP00197,532180,181040,-0.096553,51.512778,48,3,2,1,29/07/2014,3,21:42,570,E09000001,5,0,6,30,3,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00198,532630,181270,-0.089986,51.514739,48,3,2,1,24/07/2014,5,17:00,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00199,533340,181740,-0.079582,51.518796,48,3,2,1,23/07/2014,4,20:35,570,E09000001,3,10,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00200,532090,181830,-0.097554,51.519898,48,3,1,1,07/07/2014,2,18:40,570,E09000001,3,1,6,30,3,2,4,100,0,5,1,1,1,0,6,1,2,E01000001
201401CP00201,533310,180980,-0.080301,51.511973,48,3,1,1,29/07/2014,3,16:40,570,E09000001,5,0,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01032739
201401CP00202,531930,181100,-0.100131,51.513376,48,3,1,1,24/07/2014,5,17:50,570,E09000001,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01032739
201401CP00203,532590,180910,-0.090697,51.511514,48,2,1,1,31/07/2014,5,15:06,570,E09000001,5,0,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00204,532710,181550,-0.088728,51.517237,48,3,2,1,23/07/2014,4,07:15,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00205,532700,181110,-0.089038,51.513285,48,3,2,1,23/07/2014,4,08:49,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00206,533270,181570,-0.080654,51.517285,48,3,1,1,24/07/2014,5,09:57,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00207,532700,181110,-0.089038,51.513285,48,3,1,3,23/07/2014,4,17:10,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00208,533250,180650,-0.08129,51.509022,48,3,2,1,23/07/2014,4,07:51,570,E09000001,3,3211,6,30,3,4,3,3211,0,0,1,1,1,0,0,1,1,E01032739
201401CP00209,532740,181650,-0.088258,51.518129,48,2,1,1,22/07/2014,3,10:40,570,E09000001,3,501,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,E01032739
201401CP00210,532400,181000,-0.0934,51.512367,48,3,2,1,23/07/2014,4,09:45,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00211,532250,181200,-0.095485,51.514199,48,3,2,1,21/07/2014,2,08:57,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00212,532970,180950,-0.085209,51.511784,48,2,3,1,22/07/2014,3,16:26,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00213,532560,181190,-0.091024,51.514037,48,3,2,1,18/07/2014,6,14:39,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,6,1,1,E01032739
201401CP00214,531720,181440,-0.103029,51.51648,48,3,2,1,15/07/2014,3,18:54,570,E09000001,3,40,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00215,533360,181010,-0.07957,51.512231,48,3,2,1,18/07/2014,6,17:37,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00216,533310,180980,-0.080301,51.511973,48,2,2,1,15/07/2014,3,08:10,570,E09000001,5,0,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01032739
201401CP00218,532700,181110,-0.089038,51.513285,48,3,2,2,19/07/2014,7,04:20,570,E09000001,5,0,6,30,7,2,5,0,0,5,4,2,2,0,0,1,1,E01032739
201401CP00219,532360,181560,-0.093766,51.517409,48,3,2,1,10/07/2014,5,08:34,570,E09000001,3,1211,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01000002
201401CP00220,531680,181570,-0.103557,51.517658,48,3,1,1,08/07/2014,3,20:00,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00221,533280,181380,-0.080582,51.515575,48,1,1,1,15/07/2014,3,10:56,570,E09000001,3,1211,6,30,3,4,3,1211,0,0,1,1,1,0,0,1,1,E01032739
201401CP00222,532850,180760,-0.087009,51.510105,48,3,1,1,07/07/2014,2,14:50,570,E09000001,3,501,6,30,3,2,3,3,0,0,1,1,1,0,0,1,1,E01032739
201401CP00223,531380,180830,-0.108154,51.511077,48,3,1,1,04/07/2014,6,09:00,570,E09000001,5,0,2,30,3,2,3,3211,0,5,1,1,1,0,0,1,2,E01032740
201401CP00224,533610,181180,-0.075905,51.5137,48,3,2,1,02/07/2014,4,08:55,570,E09000001,3,11,6,30,3,2,3,1211,0,5,1,1,1,0,0,1,2,E01000005
201401CP00225,531750,181660,-0.102515,51.51845,48,2,1,1,04/07/2014,6,18:51,570,E09000001,6,0,2,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00227,532480,181150,-0.092191,51.513696,48,3,1,1,21/08/2014,5,21:04,570,E09000001,5,0,6,30,3,2,5,0,0,5,4,1,1,0,0,1,2,E01032739
201401CP00228,533600,181180,-0.076049,51.513702,48,3,2,1,29/08/2014,6,15:32,570,E09000001,3,11,6,30,3,2,3,1211,0,5,1,1,1,0,0,1,1,E01000005
201401CP00229,531600,181340,-0.104795,51.515609,48,3,2,1,29/08/2014,6,16:09,570,E09000001,3,201,6,30,3,2,3,4208,0,5,1,1,1,0,0,1,1,E01032740
201401CP00230,532900,181110,-0.086157,51.513238,48,3,1,1,21/08/2014,5,20:47,570,E09000001,5,0,6,30,3,4,5,0,0,4,4,1,1,0,0,1,1,E01032739
201401CP00231,533380,180710,-0.079395,51.509531,48,3,2,1,19/08/2014,3,18:23,570,E09000001,3,3211,3,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00232,531600,181360,-0.104787,51.515789,48,3,2,1,20/08/2014,4,13:40,570,E09000001,3,201,6,30,3,2,3,4208,0,5,1,1,1,0,0,1,1,E01032740
201401CP00233,533070,181240,-0.08366,51.514366,48,3,1,2,19/08/2014,3,13:41,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00234,532520,181140,-0.091619,51.513597,48,2,2,1,21/08/2014,5,13:15,570,E09000001,5,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00235,532980,180950,-0.085065,51.511782,48,2,1,1,15/08/2014,6,10:06,570,E09000001,5,0,6,30,3,2,3,10,0,5,1,1,1,0,0,1,1,E01032739
201401CP00237,533330,180710,-0.080115,51.509542,48,3,2,1,16/08/2014,7,18:17,570,E09000001,3,3211,3,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00238,533710,180730,-0.074635,51.509632,1,3,2,1,17/08/2014,1,16:05,5,E09000030,3,100,6,30,6,4,3,100,0,7,1,1,1,0,0,1,1,E01004293
201401CP00239,532800,180940,-0.087661,51.511734,48,3,2,2,12/08/2014,3,08:20,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00240,531640,181090,-0.104312,51.513353,48,3,1,1,18/08/2014,2,09:32,570,E09000001,3,201,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00241,531020,181610,-0.113049,51.51817,48,3,2,1,14/08/2014,5,14:17,570,E09000001,6,0,6,30,3,4,3,40,0,0,1,1,1,0,0,1,1,E01032740
201401CP00242,532090,182010,-0.097486,51.521516,48,3,2,2,11/08/2014,2,07:48,570,E09000001,3,1,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01033490
201401CP00243,532840,180670,-0.087187,51.509298,48,1,2,1,02/08/2014,7,19:36,570,E09000001,3,3,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00244,533370,181900,-0.079089,51.520227,48,3,2,1,11/08/2014,2,11:22,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00245,531710,181450,-0.103169,51.516572,48,3,2,1,08/08/2014,6,09:50,570,E09000001,3,40,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01032740
201401CP00246,533070,181450,-0.08358,51.516254,48,3,2,1,11/08/2014,2,08:40,570,E09000001,5,0,6,30,6,2,3,1211,0,5,1,1,1,0,0,1,1,E01032739
201401CP00247,532700,181110,-0.089038,51.513285,48,3,2,1,11/08/2014,2,11:00,570,E09000001,5,0,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00248,531630,181170,-0.104426,51.514075,48,3,1,1,04/08/2014,2,09:10,570,E09000001,3,201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00249,533290,181610,-0.080351,51.51764,48,3,1,1,01/08/2014,6,14:07,570,E09000001,3,10,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00250,531640,181170,-0.104282,51.514072,48,3,1,1,01/08/2014,6,14:45,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00251,533060,181500,-0.083706,51.516705,48,3,1,1,01/08/2014,6,09:03,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00252,532910,181110,-0.086013,51.513236,48,3,2,1,03/08/2014,1,10:21,570,E09000001,5,0,6,30,3,4,5,0,0,4,1,1,1,0,0,1,1,E01032739
201401CP00253,532710,181540,-0.088732,51.517147,48,3,2,1,30/07/2014,4,08:10,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,0,0,1,2,E01032739
201401CP00255,531650,180930,-0.104228,51.511913,48,3,2,1,17/07/2014,5,17:07,570,E09000001,3,201,6,30,9,2,3,201,0,5,1,1,1,0,0,1,1,E01032739
201401CP00256,533040,181130,-0.084133,51.513385,48,3,2,1,10/07/2014,5,20:13,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00257,531800,180830,-0.102105,51.510979,48,3,2,1,18/06/2014,4,11:51,570,E09000001,3,3211,6,30,3,2,3,3211,0,5,1,1,1,0,0,2,1,E01032739
201401CP00258,532920,180850,-0.085967,51.510897,48,3,1,1,26/06/2014,5,15:45,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00259,531620,181100,-0.104596,51.513448,48,2,1,1,02/06/2014,2,23:11,570,E09000001,6,0,6,30,3,4,3,201,0,0,4,1,1,0,0,1,1,E01032740
201401CP00261,533520,179900,-0.077685,51.502218,1,3,2,1,15/09/2014,2,15:55,8,E09000028,3,100,6,30,3,2,3,200,0,5,1,1,1,0,0,1,1,E01004027
201401CP00262,533250,181530,-0.080958,51.51693,48,3,1,1,13/09/2014,7,12:40,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00263,531630,181170,-0.104426,51.514075,48,3,1,1,30/09/2014,3,14:35,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00264,533740,180490,-0.074294,51.507468,48,3,1,1,27/09/2014,7,13:35,570,E09000001,3,100,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01004293
201401CP00266,531650,180870,-0.10425,51.511374,48,3,2,1,05/09/2014,6,17:52,570,E09000001,3,201,3,40,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00267,532870,180830,-0.086695,51.510729,48,3,1,1,29/09/2014,2,17:38,570,E09000001,3,10,6,30,9,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00268,532700,181110,-0.089038,51.513285,48,3,2,2,26/09/2014,6,02:40,570,E09000001,5,0,6,30,7,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00269,532960,180960,-0.08535,51.511876,48,3,2,1,02/09/2014,3,16:06,570,E09000001,3,10,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00270,531670,180930,-0.10394,51.511908,48,3,2,1,02/09/2014,3,21:46,570,E09000001,3,201,6,30,3,2,3,3211,0,5,4,1,1,0,0,1,1,E01032739
201401CP00271,533530,179900,-0.077541,51.502216,1,3,2,2,06/09/2014,7,15:19,8,E09000028,3,100,6,30,6,2,3,200,0,5,1,1,1,0,0,1,1,E01004027
201401CP00272,532760,180720,-0.08832,51.509766,48,3,2,1,03/09/2014,4,19:40,570,E09000001,3,3211,6,30,6,2,3,3211,0,5,4,1,1,0,0,1,1,E01032739
201401CP00273,532710,181540,-0.088732,51.517147,48,3,2,1,05/09/2014,6,16:10,570,E09000001,3,1211,6,30,6,2,5,0,0,5,1,1,1,6,0,1,1,E01032739
201401CP00274,532400,181320,-0.09328,51.515243,48,3,1,2,08/09/2014,2,11:30,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000002
201401CP00275,532700,181550,-0.088872,51.517239,48,3,2,1,17/09/2014,4,21:52,570,E09000001,3,1211,6,30,3,2,3,501,0,5,4,1,1,0,0,1,1,E01032739
201401CP00276,531520,180980,-0.106081,51.512393,48,3,2,1,12/09/2014,6,11:54,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00277,533060,181230,-0.083807,51.514279,48,3,2,1,08/09/2014,2,18:30,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00278,532300,181080,-0.09481,51.513109,48,3,1,1,16/09/2014,3,08:00,570,E09000001,5,0,6,30,6,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00279,533260,180620,-0.081157,51.50875,48,2,2,1,18/09/2014,5,08:56,570,E09000001,3,3211,3,40,3,4,3,3211,0,0,1,1,1,0,0,1,1,E01032739
201401CP00280,533460,181290,-0.078024,51.514724,48,3,1,2,09/09/2014,3,12:15,570,E09000001,3,1211,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01000005
201401CP00281,533400,182020,-0.078612,51.521298,1,3,1,1,10/09/2014,4,10:10,4,E09000012,3,10,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00282,532710,181540,-0.088732,51.517147,48,3,1,1,09/09/2014,3,16:15,570,E09000001,3,501,6,30,3,2,3,1211,0,5,1,1,1,0,0,1,1,E01032739
201401CP00283,532870,180830,-0.086695,51.510729,48,3,1,1,20/09/2014,7,02:25,570,E09000001,3,10,6,30,9,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00284,533440,180710,-0.078531,51.509516,1,3,2,1,18/09/2014,5,15:00,5,E09000030,3,3211,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00285,531800,181400,-0.101892,51.516102,48,2,2,2,16/09/2014,3,19:15,570,E09000001,3,40,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00286,531630,181170,-0.104426,51.514075,48,3,2,1,22/09/2014,2,07:00,570,E09000001,3,201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00287,533560,181350,-0.076561,51.515239,48,3,2,1,21/09/2014,1,11:17,570,E09000001,5,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000005
201401CP00288,531550,181650,-0.105399,51.518407,1,3,1,1,21/09/2014,1,09:30,2,E09000007,4,500,6,30,6,2,3,201,0,5,1,1,1,0,0,1,2,E01032740
201401CP00289,531670,180930,-0.10394,51.511908,48,3,2,1,24/10/2014,6,14:32,570,E09000001,3,201,6,30,3,2,3,3211,0,5,1,1,1,0,0,1,1,E01032739
201401CP00290,532920,180860,-0.085963,51.510987,48,3,2,3,26/10/2014,1,16:25,570,E09000001,3,10,6,30,9,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00291,531750,181660,-0.102515,51.51845,48,2,1,1,20/10/2014,2,18:00,570,E09000001,5,0,2,30,3,4,6,0,0,0,1,1,1,0,6,1,1,E01032740
201401CP00292,532990,180950,-0.084921,51.511779,48,3,2,1,20/10/2014,2,11:45,570,E09000001,5,0,6,30,6,2,3,10,0,5,1,1,1,0,0,1,2,E01032739
201401CP00293,533230,181490,-0.081261,51.516575,48,3,2,1,20/10/2014,2,19:44,570,E09000001,3,10,6,30,3,2,3,1211,0,5,4,1,1,0,0,1,1,E01032739
201401CP00294,532740,180880,-0.088548,51.511209,48,3,1,1,20/10/2014,2,13:45,570,E09000001,5,0,6,30,3,4,5,0,0,8,1,1,1,0,6,1,1,E01032739
201401CP00295,531520,180990,-0.106078,51.512483,48,2,2,1,21/10/2014,3,15:05,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00296,532150,181230,-0.096914,51.514492,48,3,1,1,17/10/2014,6,12:00,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00297,531630,181170,-0.104426,51.514075,48,1,2,1,17/10/2014,6,11:35,570,E09000001,3,201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00298,533280,181590,-0.080503,51.517462,48,3,1,1,21/10/2014,3,09:30,570,E09000001,3,10,6,30,3,1,6,0,0,5,1,1,2,0,0,1,1,E01032739
201401CP00299,533200,180640,-0.082014,51.508944,48,3,2,1,13/10/2014,2,08:55,570,E09000001,3,3211,3,40,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01032739
201401CP00300,533250,180650,-0.08129,51.509022,48,3,2,1,01/10/2014,4,07:10,570,E09000001,3,3211,3,40,3,4,3,3211,0,0,1,1,1,0,0,1,2,E01032739
201401CP00301,532390,180990,-0.093548,51.512279,48,3,2,1,18/10/2014,7,11:53,570,E09000001,5,0,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00302,533250,181420,-0.080999,51.515942,48,3,2,1,02/10/2014,5,07:15,570,E09000001,3,1211,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01032739
201401CP00303,533320,181660,-0.0799,51.518082,48,3,1,1,11/10/2014,7,13:50,570,E09000001,3,10,2,30,3,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00304,532930,181200,-0.085691,51.51404,48,3,2,1,09/10/2014,5,09:40,570,E09000001,5,0,6,30,3,2,6,0,0,5,1,8,1,0,0,1,1,E01032739
201401CP00305,532690,181450,-0.089054,51.516343,48,3,1,1,07/10/2014,3,09:25,570,E09000001,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00306,532730,181620,-0.088414,51.517861,48,3,1,2,10/10/2014,6,18:09,570,E09000001,3,501,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00307,532830,180660,-0.087335,51.509211,48,3,2,1,09/10/2014,5,14:10,570,E09000001,3,3,3,40,0,-1,-1,0,0,0,1,1,2,0,6,1,1,E01032739
201401CP00308,533030,181390,-0.084179,51.515724,48,3,1,1,09/10/2014,5,14:28,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00309,533360,180710,-0.079683,51.509535,48,2,3,1,08/10/2014,4,09:59,570,E09000001,3,3211,3,40,3,2,6,0,0,5,1,2,2,0,0,1,1,E01032739
201401CP00310,531630,181170,-0.104426,51.514075,48,3,2,1,02/10/2014,5,17:15,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,1,0,0,1,1,E01032740
201401CP00311,531880,181370,-0.100751,51.515814,48,3,2,1,01/10/2014,4,09:01,570,E09000001,3,40,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00312,533460,180700,-0.078247,51.509422,1,3,1,2,04/10/2014,7,13:23,5,E09000030,3,100,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01004293
201401CP00313,533080,181450,-0.083436,51.516251,48,3,2,1,02/10/2014,5,17:45,570,E09000001,3,1211,3,40,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032739
201401CP00314,533300,181620,-0.080203,51.517727,48,3,2,1,03/10/2014,6,21:09,570,E09000001,3,10,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01032739
201401CP00315,531640,181170,-0.104282,51.514072,48,3,1,2,06/10/2014,2,18:12,570,E09000001,5,0,6,30,6,2,3,201,0,5,1,1,2,0,0,1,1,E01032740
201401CP00316,531410,180810,-0.107729,51.51089,48,2,2,1,01/10/2014,4,10:10,570,E09000001,3,3211,3,40,3,2,3,3211,0,5,1,1,1,0,0,1,1,E01032740
201401CP00317,531630,181170,-0.104426,51.514075,48,3,2,1,04/10/2014,7,07:06,570,E09000001,3,201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01032740
201401CP00318,533710,180750,-0.074628,51.509812,1,3,2,1,01/10/2014,4,18:14,5,E09000030,3,1211,6,30,6,2,3,100,0,5,1,1,1,0,0,1,1,E01004293
201401CP00319,533310,181620,-0.080059,51.517725,48,3,1,1,14/10/2014,3,20:30,570,E09000001,3,10,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01032739
201401CP00320,533290,180720,-0.080687,51.509642,48,3,1,1,28/10/2014,3,14:34,570,E09000001,5,0,6,30,3,4,5,0,0,7,1,1,1,0,0,1,1,E01032739
201401CP00321,533070,181230,-0.083663,51.514277,48,3,2,1,29/10/2014,4,15:19,570,E09000001,3,10,6,30,3,2,5,0,0,5,1,2,2,0,0,1,1,E01032739
201401CP00322,532440,180820,-0.092891,51.51074,48,3,3,2,28/10/2014,3,17:20,570,E09000001,3,3211,6,30,6,2,3,300,0,5,1,1,1,0,0,1,1,E01032739
201401CP00323,532470,181210,-0.092313,51.514238,48,3,3,2,07/10/2014,3,08:40,570,E09000001,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01032739
201401CP00324,532970,180950,-0.085209,51.511784,48,3,2,1,29/10/2014,4,07:20,570,E09000001,3,10,6,30,6,2,5,0,0,0,1,4,2,0,0,1,1,E01032739
201401CP00325,532200,180940,-0.096303,51.511875,48,3,2,1,27/10/2014,2,07:25,570,E09000001,5,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,2,E01032739
201401CP00326,531800,180830,-0.102105,51.510979,48,3,2,1,24/10/2014,6,10:15,570,E09000001,3,3211,6,30,3,2,3,3211,0,5,1,1,1,0,0,2,2,E01032739
201401CP00327,531880,181370,-0.100751,51.515814,48,3,2,1,29/08/2014,6,15:46,570,E09000001,3,40,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,E01032739
201401CP00328,531520,181310,-0.105958,51.515358,48,2,2,1,23/09/2014,3,11:50,570,E09000001,3,4208,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01032740
201401CP00329,533340,181700,-0.079597,51.518437,48,3,2,1,07/09/2014,1,20:30,570,E09000001,3,10,6,30,3,2,6,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00330,532470,181150,-0.092335,51.513699,48,3,1,1,10/09/2014,4,21:20,570,E09000001,5,0,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01032739
201401CP00331,531410,181560,-0.10745,51.517631,48,3,2,1,06/08/2014,4,10:50,570,E09000001,3,40,1,30,1,2,3,40,0,0,1,1,1,0,0,1,1,E01032740
